2018/04/11 02:50:37,94.16 
2018/04/11 05:04:52,92.64 
2018/04/11 05:30:19,91.90 
2018/04/11 05:47:59,95.91 
2018/04/11 05:49:24,99.97 
2018/04/11 08:22:41,95.55 
2018/04/11 08:37:10,93.18 
2018/04/11 09:47:20,90.04 
2018/04/11 10:37:55,94.92 
2018/04/11 10:51:49,92.43 
2018/04/11 11:06:48,94.04 
2018/04/11 11:36:41,90.18 
2018/04/11 12:41:48,91.57 
2018/04/11 14:04:39,97.46 
2018/04/11 14:57:28,94.32 
2018/04/11 15:24:56,97.20 
2018/04/11 16:15:30,92.06 
2018/04/11 17:14:12,91.75 
2018/04/11 17:53:28,98.20 
2018/04/11 18:57:39,94.61 
2018/04/11 20:05:34,93.38 
2018/04/11 20:19:46,99.22 
2018/04/11 20:32:38,95.61 
2018/04/11 20:58:41,96.75 
2018/04/11 23:07:13,95.21 
2018/04/12 00:06:56,93.45 
2018/04/12 00:08:58,91.26 
2018/04/12 01:11:08,91.78 
2018/04/12 01:56:35,93.80 
2018/04/12 02:54:57,95.35 
2018/04/12 02:58:22,92.66 
2018/04/12 03:43:10,91.60 
2018/04/12 04:07:12,95.89 
2018/04/12 04:17:21,99.74 
2018/04/12 04:24:16,99.63 
2018/04/12 05:08:33,91.15 
2018/04/12 05:29:05,92.48 
2018/04/12 05:38:14,90.68 
2018/04/12 08:19:15,93.52 
2018/04/12 08:38:08,92.87 
2018/04/12 09:11:50,93.16 
2018/04/12 09:29:45,99.47 
2018/04/12 09:44:46,90.99 
2018/04/12 10:21:47,90.31 
2018/04/12 10:34:22,99.67 
2018/04/12 10:48:06,93.50 
2018/04/12 11:32:55,94.49 
2018/04/12 13:24:28,90.27 
2018/04/12 15:22:21,91.04 
2018/04/12 15:37:15,95.95 
2018/04/12 17:29:37,94.35 
2018/04/12 17:33:53,92.31 
2018/04/12 18:28:48,92.51 
2018/04/12 20:11:03,93.26 
2018/04/12 20:17:17,92.03 
2018/04/12 20:19:07,94.32 
2018/04/12 20:43:32,95.87 
2018/04/12 21:20:00,97.27 
2018/04/12 21:54:19,98.14 
2018/04/12 23:02:37,99.68 
2018/04/12 23:43:00,98.92 
2018/04/12 23:48:18,98.25 
2018/04/13 00:00:14,97.21 
2018/04/13 01:14:44,94.27 
2018/04/13 02:32:43,98.76 
2018/04/13 04:07:30,99.68 
2018/04/13 04:30:21,97.09 
2018/04/13 04:32:51,97.07 
2018/04/13 04:36:18,93.32 
2018/04/13 04:38:10,99.41 
2018/04/13 04:46:26,93.61 
2018/04/13 05:01:58,96.52 
2018/04/13 08:15:59,95.12 
2018/04/13 09:29:28,94.81 
2018/04/13 09:47:45,99.10 
2018/04/13 11:03:27,91.46 
2018/04/13 11:47:58,93.91 
2018/04/13 12:58:34,99.97 
2018/04/13 14:40:34,98.03 
2018/04/13 15:30:18,92.96 
2018/04/13 16:17:48,92.00 
2018/04/13 18:57:53,95.48 
2018/04/13 19:56:13,90.85 
2018/04/13 20:34:53,91.22 
2018/04/13 22:15:02,91.64 
2018/04/13 23:32:31,97.16 
2018/04/14 00:06:23,96.89 
2018/04/14 00:31:32,99.11 
2018/04/14 00:41:13,99.07 
2018/04/14 00:54:16,91.62 
2018/04/14 01:33:42,99.47 
2018/04/14 03:32:24,90.76 
2018/04/14 03:43:56,95.49 
2018/04/14 03:48:08,94.94 
2018/04/14 04:22:01,97.66 
2018/04/14 04:50:08,93.45 
2018/04/14 05:42:21,95.34 
2018/04/14 05:52:22,92.65 
2018/04/14 09:16:49,96.82 
2018/04/14 09:22:19,95.19 
2018/04/14 09:24:31,98.25 
2018/04/14 10:45:58,96.65 
2018/04/14 11:13:16,94.04 
2018/04/14 11:29:16,97.57 
2018/04/14 11:41:04,92.25 
2018/04/14 13:30:13,92.11 
2018/04/14 14:03:11,92.88 
2018/04/14 14:23:55,97.13 
2018/04/14 14:39:17,94.01 
2018/04/14 15:01:32,91.39 
2018/04/14 16:14:09,96.68 
2018/04/14 17:17:53,93.71 
2018/04/14 19:07:40,90.41 
2018/04/14 19:16:45,92.57 
2018/04/14 19:33:52,96.04 
2018/04/14 23:29:27,90.68 
2018/04/14 23:48:15,95.98 
2018/04/15 00:02:04,93.01 
2018/04/15 00:58:26,97.35 
2018/04/15 02:23:03,90.25 
2018/04/15 02:32:02,95.63 
2018/04/15 02:42:11,99.57 
2018/04/15 03:54:23,96.60 
2018/04/15 05:00:27,97.32 
2018/04/15 05:26:36,96.47 
2018/04/15 05:44:29,92.65 
2018/04/15 05:52:33,94.18 
2018/04/15 07:36:21,97.20 
2018/04/15 07:40:40,95.52 
2018/04/15 08:15:16,96.15 
2018/04/15 08:41:15,99.49 
2018/04/15 10:50:02,92.15 
2018/04/15 10:56:55,92.26 
2018/04/15 12:23:49,94.00 
2018/04/15 13:02:36,91.08 
2018/04/15 13:10:21,92.63 
2018/04/15 15:24:20,93.80 
2018/04/15 15:47:45,92.74 
2018/04/15 15:57:23,99.20 
2018/04/15 16:28:23,95.94 
2018/04/15 19:22:38,98.53 
2018/04/15 19:40:57,98.78 
2018/04/15 19:47:21,93.86 
2018/04/15 20:39:06,92.52 
2018/04/15 20:45:03,94.28 
2018/04/15 21:03:53,90.91 
2018/04/15 23:12:47,90.42 
2018/04/15 23:24:10,91.31 
2018/04/16 00:41:43,90.35 
2018/04/16 03:12:39,99.87 
2018/04/16 03:14:19,91.77 
2018/04/16 03:20:42,98.61 
2018/04/16 03:34:12,93.86 
2018/04/16 04:13:48,96.19 
2018/04/16 05:11:34,99.80 
2018/04/16 05:47:33,93.46 
